Rotación;Edad;Viaje de Negocios;Departamento;Distancia_Casa;Educación;Campo_Educación;Satisfacción_Ambiental;Genero;Cargo;Satisfación_Laboral;Estado_Civil;Ingreso_Mensual;Trabajos_Anteriores;Horas_Extra;Porcentaje_aumento_salarial;Rendimiento_Laboral;Años_Experiencia;Capacitaciones;Equilibrio_Trabajo_Vida;Antigüedad;Antigüedad_Cargo;Años_ultima_promoción;Años_acargo_con_mismo_jefe
No;40;Raramente;Ventas;2;2;Mercadeo;4;F;Ejecutivo_Ventas;2;Divorciado;5715;7;No;12;3;8;5;3;5;4;1;3
No;42;Raramente;IyD;1;4;Ciencias;2;F;Tecnico_Laboratorio;1;Divorciado;2576;3;No;16;3;8;5;3;5;2;1;2
No;37;Raramente;IyD;10;4;Ciencias;3;M;Director_Manofactura;2;Soltero;4197;2;Si;12;3;18;2;2;1;0;0;1
No;43;Raramente;IyD;12;3;Ciencias;1;M;Director_Investigación;2;Divorciado;14336;1;No;11;3;25;3;3;25;10;3;9
No;40;Raramente;IyD;2;3;Salud;2;F;Tecnico_Laboratorio;3;Casado;3448;6;No;22;4;20;3;3;1;0;0;0
No;54;Raramente;IyD;5;2;Salud;1;M;Director_Investigación;1;Casado;19406;4;No;11;3;24;4;2;4;2;1;2
No;34;No_Viaja;Ventas;4;4;Mercadeo;3;F;Ejecutivo_Ventas;3;Casado;6538;9;No;15;3;6;3;3;3;2;1;2
No;31;Raramente;IyD;7;2;Salud;2;F;Director_Manofactura;1;Casado;4306;1;No;12;3;13;5;1;13;10;3;12
No;43;Frecuentemente;IyD;21;3;Salud;4;M;Tecnico_Laboratorio;4;Casado;2258;7;No;20;4;8;1;3;3;2;1;2
No;43;Raramente;IyD;8;4;Otra;3;F;Representante_Salud;3;Divorciado;4522;4;Si;14;3;8;3;3;5;2;0;2
No;25;Raramente;Ventas;4;2;Ciencias;2;F;Ejecutivo_Ventas;4;Soltero;4487;1;Si;11;3;5;3;3;5;4;1;3
No;37;No_Viaja;IyD;25;5;Salud;2;F;Investigador_Cientifico;3;Casado;4449;3;Si;15;3;15;2;3;13;11;10;7
No;31;Raramente;IyD;1;2;Ciencias;4;M;Tecnico_Laboratorio;1;Casado;2218;1;No;12;3;4;3;3;4;2;3;2
No;39;Frecuentemente;IyD;1;1;Ciencias;2;M;Gerente;3;Divorciado;19197;1;Si;14;3;21;3;3;21;8;1;6
No;56;Frecuentemente;Ventas;6;3;Ciencias;3;F;Ejecutivo_Ventas;1;Casado;13212;9;No;11;3;36;0;2;7;7;7;7
No;30;Raramente;Ventas;12;3;Tecnicos;2;F;Ejecutivo_Ventas;3;Soltero;6577;0;No;11;3;6;6;3;5;4;4;4
No;41;Raramente;Ventas;1;3;Mercadeo;2;M;Ejecutivo_Ventas;1;Casado;8392;1;No;16;3;10;2;3;10;7;0;7
No;28;Raramente;IyD;17;2;Salud;3;M;Tecnico_Laboratorio;1;Divorciado;4558;1;No;12;3;10;2;3;10;0;1;8
Si;25;Raramente;IyD;3;3;Salud;1;M;Tecnico_Laboratorio;1;Casado;4031;5;No;13;3;6;5;3;2;2;0;2
No;52;Raramente;IyD;3;3;Salud;4;M;Director_Manofactura;3;Casado;7969;2;Si;14;3;28;4;3;5;4;0;4
No;45;Raramente;IyD;10;2;Ciencias;1;M;Investigador_Cientifico;4;Casado;2654;3;No;21;4;8;3;2;2;2;0;2
No;52;Raramente;IyD;4;2;Ciencias;4;F;Gerente;4;Casado;16555;2;No;13;3;31;2;1;5;2;1;4
No;42;Frecuentemente;IyD;29;2;Ciencias;1;F;Investigador_Cientifico;3;Divorciado;4556;2;No;11;3;19;3;3;5;4;0;2
No;30;Raramente;IyD;2;3;Ciencias;3;F;Director_Manofactura;4;Soltero;6091;2;No;20;4;11;2;3;5;4;0;2
No;60;Raramente;IyD;7;3;Ciencias;1;F;Gerente;1;Casado;19566;5;No;11;3;33;5;1;29;8;11;10
No;46;Raramente;IyD;18;3;Salud;3;F;Director_Manofactura;3;Divorciado;4810;2;No;14;3;19;5;2;10;7;0;8
No;42;Frecuentemente;IyD;28;4;Tecnicos;4;F;Representante_Salud;4;Casado;4523;0;No;11;3;7;4;4;6;5;0;4
Si;24;Raramente;Ventas;1;1;Tecnicos;1;F;Representante_Ventas;2;Soltero;3202;1;Si;16;3;6;4;3;5;3;1;4
Si;34;Frecuentemente;Ventas;6;2;Mercadeo;4;F;Representante_Ventas;3;Divorciado;2351;0;No;16;3;3;3;2;2;2;1;0
No;38;Frecuentemente;IyD;2;2;Ciencias;4;M;Tecnico_Laboratorio;4;Casado;1702;1;Si;23;4;1;3;3;1;0;0;0
No;40;Raramente;Ventas;2;4;Ciencias;3;F;Gerente;3;Casado;18041;0;No;14;3;21;2;3;20;15;1;12
No;26;Raramente;IyD;23;3;Ciencias;1;F;Investigador_Cientifico;4;Divorciado;2886;1;No;22;4;3;3;1;3;2;0;2
No;30;No_Viaja;IyD;3;3;Ciencias;3;M;Tecnico_Laboratorio;4;Casado;2097;4;No;15;3;9;3;1;5;3;1;4
No;29;Raramente;IyD;3;4;Salud;2;M;Director_Investigación;3;Casado;11935;1;No;18;3;10;2;3;10;2;0;7
Si;29;Raramente;IyD;25;5;Tecnicos;3;F;Investigador_Cientifico;2;Casado;2546;5;No;16;3;6;2;4;2;2;1;1
Si;19;Raramente;RH;2;2;Tecnicos;1;M;Recursos_Humanos;4;Soltero;2564;1;No;12;3;1;3;4;1;0;0;0
No;30;No_Viaja;Ventas;22;4;Otra;3;F;Ejecutivo_Ventas;1;Casado;8412;0;No;11;3;10;3;3;9;8;7;8
No;57;Raramente;Ventas;29;3;Mercadeo;1;M;Gerente;4;Divorciado;14118;3;No;12;3;32;3;2;1;0;0;0
No;50;Raramente;IyD;29;4;Ciencias;2;M;Gerente;3;Casado;17046;0;No;15;3;28;2;3;27;10;15;7
No;30;No_Viaja;IyD;2;3;Salud;3;F;Tecnico_Laboratorio;4;Soltero;2564;0;No;14;3;12;2;2;11;7;6;7
No;60;Frecuentemente;Ventas;28;3;Mercadeo;3;F;Ejecutivo_Ventas;1;Casado;10266;4;No;19;3;22;5;4;18;13;13;11
No;47;Raramente;IyD;2;2;Salud;1;F;Director_Manofactura;4;Divorciado;5070;5;No;13;3;20;2;3;5;0;0;4
No;46;Raramente;IyD;2;3;Ciencias;1;M;Director_Investigación;3;Casado;17861;6;No;13;3;26;2;1;3;2;0;1
No;35;Raramente;IyD;22;3;Ciencias;4;M;Tecnico_Laboratorio;3;Soltero;4230;0;No;15;3;6;2;3;5;4;4;3
No;54;Raramente;IyD;8;4;Ciencias;3;F;Tecnico_Laboratorio;3;Soltero;3780;7;No;11;3;19;3;3;1;0;0;0
No;34;Raramente;IyD;2;4;Ciencias;4;M;Investigador_Cientifico;3;Divorciado;2768;3;No;12;3;14;3;3;7;3;5;7
No;46;Raramente;Ventas;10;3;Mercadeo;3;F;Ejecutivo_Ventas;4;Casado;9071;2;Si;19;3;15;3;3;3;2;1;2
No;31;Raramente;IyD;9;1;Ciencias;3;M;Director_Manofactura;2;Divorciado;10648;1;No;25;4;13;6;4;13;8;0;8
Si;33;Raramente;IyD;15;1;Salud;2;M;Gerente;3;Casado;13610;7;Si;12;3;15;2;4;7;6;7;7
Si;33;Raramente;IyD;10;1;Salud;1;M;Tecnico_Laboratorio;4;Divorciado;3408;7;No;13;3;8;2;3;4;3;1;3
No;30;Raramente;Ventas;7;1;Mercadeo;4;M;Representante_Ventas;2;Soltero;2983;0;No;14;3;4;3;3;3;2;1;2
No;35;Raramente;IyD;16;3;Ciencias;4;M;Representante_Salud;3;Casado;7632;4;Si;12;3;10;2;3;8;7;0;0
Si;31;Frecuentemente;IyD;20;3;Ciencias;1;M;Representante_Salud;3;Casado;9824;3;No;12;3;12;2;3;1;0;0;0
Si;34;Frecuentemente;RH;23;3;Humanidades;2;F;Recursos_Humanos;1;Divorciado;9950;9;Si;15;3;11;2;3;3;2;0;2
No;42;Frecuentemente;IyD;5;2;Otra;2;M;Tecnico_Laboratorio;3;Casado;2093;4;No;17;3;8;4;3;2;2;2;0
No;36;No_Viaja;Ventas;10;4;Salud;2;M;Ejecutivo_Ventas;4;Soltero;9980;1;No;14;3;10;3;2;10;3;9;7
Si;22;Frecuentemente;IyD;4;1;Tecnicos;3;M;Tecnico_Laboratorio;3;Soltero;3894;5;No;16;3;4;3;3;2;2;1;2
No;48;Raramente;Ventas;2;5;Mercadeo;2;F;Ejecutivo_Ventas;4;Casado;4051;2;No;14;3;14;2;3;9;7;6;7
No;55;Raramente;Ventas;18;5;Ciencias;1;F;Gerente;2;Soltero;16835;3;No;23;4;37;2;3;10;9;7;7
No;41;No_Viaja;Ventas;10;2;Ciencias;4;M;Ejecutivo_Ventas;4;Soltero;6230;7;No;14;3;16;3;3;14;3;1;10
No;35;Raramente;Ventas;1;3;Mercadeo;2;M;Ejecutivo_Ventas;3;Casado;4717;9;No;11;3;15;2;3;11;9;6;9
No;40;Raramente;IyD;6;3;Ciencias;2;F;Director_Manofactura;3;Soltero;13237;7;No;15;3;22;3;3;20;6;5;13
No;39;Frecuentemente;IyD;8;1;Ciencias;3;F;Tecnico_Laboratorio;3;Casado;3755;1;No;11;3;8;3;3;8;3;0;7
No;31;Raramente;Ventas;2;1;Ciencias;2;M;Ejecutivo_Ventas;4;Soltero;6582;4;Si;13;3;10;2;4;6;5;0;5
No;42;Raramente;IyD;24;3;Salud;4;M;Director_Manofactura;1;Casado;7406;1;Si;21;4;10;5;2;10;9;5;8
No;45;Raramente;Ventas;2;3;Otra;4;M;Ejecutivo_Ventas;2;Casado;4805;0;No;19;3;9;3;4;8;7;3;7
Si;26;Frecuentemente;RH;17;4;Ciencias;2;F;Recursos_Humanos;3;Divorciado;2741;0;Si;11;3;8;2;2;7;7;1;0
No;29;Raramente;IyD;19;3;Tecnicos;4;M;Director_Manofactura;4;Divorciado;4262;4;No;12;3;8;2;4;3;2;1;2
No;33;Raramente;IyD;1;5;Salud;1;F;Director_Investigación;3;Divorciado;16184;4;No;19;3;10;2;3;6;1;0;5
No;31;Raramente;Ventas;7;3;Ciencias;3;M;Gerente;4;Divorciado;11557;9;No;21;4;10;3;2;5;4;0;1
Si;18;Frecuentemente;Ventas;5;3;Mercadeo;2;M;Representante_Ventas;2;Soltero;1878;1;Si;14;3;0;3;3;0;0;0;0
No;40;No_Viaja;Ventas;28;3;Otra;3;M;Ejecutivo_Ventas;1;Divorciado;10932;3;No;15;3;20;2;3;1;0;0;1
No;41;No_Viaja;IyD;2;4;Otra;1;F;Representante_Salud;3;Soltero;6811;2;Si;17;3;10;3;3;8;7;0;7
No;26;Raramente;Ventas;29;2;Salud;1;M;Ejecutivo_Ventas;3;Divorciado;4306;5;No;12;3;8;5;3;0;0;0;0
No;35;Raramente;Ventas;1;3;Salud;1;F;Ejecutivo_Ventas;3;Soltero;4859;1;No;16;3;5;3;3;5;4;0;3
No;34;Raramente;Ventas;21;4;Ciencias;4;M;Ejecutivo_Ventas;4;Soltero;5337;1;No;12;3;10;3;3;10;7;5;7
Si;26;Raramente;IyD;24;3;Tecnicos;3;M;Tecnico_Laboratorio;4;Soltero;2340;1;Si;18;3;1;3;1;1;0;0;0
No;37;Raramente;IyD;1;3;Tecnicos;2;F;Director_Manofactura;4;Soltero;7491;4;No;17;3;12;3;4;6;5;1;2
No;46;Frecuentemente;IyD;18;1;Salud;1;F;Representante_Salud;3;Casado;10527;5;No;11;3;28;3;2;2;2;1;2
No;41;Raramente;Ventas;2;5;Ciencias;2;F;Gerente;1;Casado;16595;7;No;16;3;22;2;3;18;16;11;8
No;37;No_Viaja;Ventas;9;4;Salud;1;M;Ejecutivo_Ventas;2;Divorciado;8834;1;No;13;3;9;6;3;9;5;7;7
No;52;Raramente;IyD;6;2;Tecnicos;4;M;Investigador_Cientifico;1;Divorciado;5577;3;Si;12;3;18;3;3;10;9;6;9
Si;32;No_Viaja;Ventas;11;4;Otra;4;M;Ejecutivo_Ventas;3;Casado;4707;8;No;12;3;6;2;3;4;2;1;2
No;24;Frecuentemente;Ventas;24;3;Salud;4;M;Representante_Ventas;4;Casado;2400;0;No;13;3;3;3;3;2;2;2;1
No;38;Raramente;IyD;10;3;Salud;3;F;Representante_Salud;3;Casado;9824;3;No;19;3;18;4;3;1;0;0;0
No;37;Raramente;IyD;1;4;Ciencias;2;F;Director_Manofactura;2;Casado;6447;6;No;12;3;8;2;2;6;5;4;3
No;49;Raramente;IyD;18;4;Ciencias;4;M;Director_Investigación;3;Divorciado;19502;1;Si;17;3;31;5;3;31;9;0;9
No;24;Raramente;IyD;23;3;Salud;2;M;Investigador_Cientifico;4;Casado;2725;1;Si;11;3;6;3;3;6;5;1;4
No;26;Raramente;Ventas;28;2;Mercadeo;1;M;Ejecutivo_Ventas;2;Casado;6272;1;No;20;4;6;5;4;5;3;1;4
No;24;Raramente;IyD;17;2;Otra;4;M;Tecnico_Laboratorio;2;Casado;2127;1;No;21;4;1;2;3;1;0;0;0
No;50;Frecuentemente;RH;3;3;Salud;1;M;Gerente;2;Casado;18200;1;No;11;3;32;2;3;32;5;10;7
No;25;Raramente;Ventas;13;1;Salud;2;M;Representante_Ventas;3;Casado;2096;1;No;11;3;7;1;3;7;4;0;6
Si;24;Frecuentemente;IyD;7;3;Ciencias;1;F;Tecnico_Laboratorio;3;Casado;2886;1;Si;16;3;6;4;3;6;3;1;2
Si;30;Frecuentemente;Ventas;12;4;Ciencias;2;M;Representante_Ventas;1;Casado;2033;1;No;18;3;1;2;4;1;0;0;0
No;34;Raramente;IyD;1;2;Ciencias;2;M;Investigador_Cientifico;4;Casado;3622;1;Si;13;3;6;3;3;6;5;1;3
Si;31;Raramente;Ventas;13;4;Salud;2;M;Ejecutivo_Ventas;1;Divorciado;4233;2;No;17;3;9;2;1;3;1;1;2
No;35;Raramente;IyD;25;2;Otra;1;M;Tecnico_Laboratorio;4;Soltero;3681;4;No;14;3;9;3;3;3;2;0;2
No;31;Raramente;Ventas;6;4;Salud;1;M;Ejecutivo_Ventas;4;Divorciado;5460;4;No;22;4;13;4;4;7;7;5;7
No;27;Raramente;IyD;6;4;Salud;1;F;Investigador_Cientifico;3;Divorciado;2187;0;No;12;3;6;5;2;5;3;0;3
No;37;Raramente;Ventas;2;3;Mercadeo;4;M;Ejecutivo_Ventas;3;Casado;9602;4;Si;11;3;17;3;2;3;0;1;0
No;20;Raramente;IyD;1;3;Ciencias;4;F;Investigador_Cientifico;2;Soltero;2836;1;No;13;3;1;0;4;1;0;0;0
No;42;Raramente;IyD;2;4;Ciencias;3;F;Representante_Salud;4;Casado;4089;1;No;13;3;10;4;3;10;2;2;2
No;43;Raramente;IyD;6;4;Otra;2;M;Director_Investigación;4;Divorciado;16627;4;Si;14;3;21;3;2;1;0;0;0
No;38;Raramente;IyD;1;1;Ciencias;3;F;Investigador_Cientifico;1;Soltero;2619;3;No;17;3;8;3;2;0;0;0;0
No;43;Frecuentemente;IyD;9;5;Salud;4;M;Tecnico_Laboratorio;3;Divorciado;5679;3;Si;13;3;10;3;3;8;7;4;7
No;48;Raramente;IyD;1;4;Ciencias;4;F;Gerente;1;Casado;15402;7;No;11;3;21;3;1;3;2;0;2
No;44;Raramente;RH;1;4;Ciencias;1;F;Recursos_Humanos;3;Soltero;5985;4;No;11;3;10;1;4;2;2;0;2
No;34;Raramente;Ventas;14;3;Tecnicos;3;F;Representante_Ventas;3;Divorciado;2579;1;Si;18;3;8;3;3;8;2;0;6
Si;27;Raramente;Ventas;2;1;Mercadeo;3;M;Representante_Ventas;1;Divorciado;3041;0;No;11;3;5;3;3;4;3;0;2
No;21;Raramente;Ventas;22;1;Tecnicos;3;M;Representante_Ventas;3;Soltero;3447;1;No;11;3;3;2;3;3;2;1;2
No;44;Raramente;IyD;3;4;Otra;4;M;Gerente;4;Casado;19513;4;Si;12;3;26;2;4;2;2;0;1
No;22;Raramente;IyD;6;1;Salud;1;M;Investigador_Cientifico;3;Casado;2773;0;No;20;4;3;3;3;2;2;2;2
No;33;Raramente;Ventas;8;4;Mercadeo;3;M;Ejecutivo_Ventas;3;Divorciado;7104;0;No;12;3;6;3;3;5;0;1;2
No;32;Raramente;IyD;9;4;Ciencias;1;F;Investigador_Cientifico;4;Casado;6322;1;Si;12;3;6;2;2;6;4;0;5
No;30;Frecuentemente;IyD;3;3;Salud;3;F;Investigador_Cientifico;3;Divorciado;2083;1;No;20;4;1;2;3;1;0;0;0
No;53;Raramente;Ventas;1;1;Salud;4;F;Ejecutivo_Ventas;1;Soltero;8381;7;No;20;4;18;2;4;14;7;8;10
No;34;Raramente;IyD;1;5;Ciencias;2;M;Investigador_Cientifico;4;Casado;2691;1;No;12;3;10;4;2;10;9;8;8
Si;45;Frecuentemente;Ventas;26;4;Ciencias;1;F;Ejecutivo_Ventas;1;Casado;4286;2;No;14;3;5;4;3;1;1;0;0
No;26;Raramente;IyD;6;3;Ciencias;3;F;Tecnico_Laboratorio;4;Casado;2659;1;Si;13;3;3;2;3;3;2;0;2
No;37;Raramente;IyD;3;3;Otra;3;M;Director_Manofactura;3;Casado;9434;1;No;15;3;10;2;3;10;7;7;8
No;29;Raramente;Ventas;3;2;Salud;2;F;Ejecutivo_Ventas;3;Casado;5561;1;No;14;3;6;5;2;6;0;1;2
No;35;Raramente;IyD;6;4;Ciencias;2;M;Investigador_Cientifico;4;Soltero;6646;1;No;13;3;17;3;3;17;11;11;8
No;33;Frecuentemente;IyD;6;3;Ciencias;3;M;Representante_Salud;4;Divorciado;7725;3;No;23;4;15;2;1;13;11;4;7
No;54;Raramente;RH;19;4;Salud;3;M;Recursos_Humanos;2;Casado;10725;2;No;15;3;16;1;4;9;7;7;1
No;36;Raramente;IyD;9;2;Salud;2;M;Director_Manofactura;2;Divorciado;8847;2;Si;11;3;13;2;3;3;2;0;2
No;27;Raramente;IyD;3;4;Salud;1;M;Investigador_Cientifico;4;Soltero;2045;0;No;13;3;5;0;3;4;2;1;1
Si;20;Raramente;IyD;10;1;Salud;4;M;Investigador_Cientifico;3;Soltero;1009;1;Si;11;3;1;5;3;1;0;1;1
Si;33;Frecuentemente;IyD;3;3;Ciencias;1;M;Investigador_Cientifico;1;Soltero;3348;1;Si;11;3;10;3;3;10;8;9;7
No;35;No_Viaja;IyD;3;3;Ciencias;3;M;Tecnico_Laboratorio;3;Casado;1281;1;No;18;3;1;3;3;1;0;0;0
No;23;Raramente;IyD;4;3;Salud;1;M;Investigador_Cientifico;1;Casado;2819;2;No;16;3;5;3;4;3;2;0;2
No;25;Raramente;Ventas;8;3;Ciencias;4;M;Ejecutivo_Ventas;2;Casado;4851;0;No;22;4;4;4;3;3;2;1;2
No;38;Raramente;Ventas;7;4;Mercadeo;4;F;Ejecutivo_Ventas;4;Soltero;4028;0;No;20;4;8;2;3;7;7;0;5
No;29;Frecuentemente;IyD;1;4;Ciencias;2;M;Investigador_Cientifico;4;Divorciado;2720;1;No;18;3;10;5;3;10;7;2;8
No;48;Raramente;Ventas;2;1;Mercadeo;2;M;Ejecutivo_Ventas;2;Casado;8120;3;No;12;3;12;3;3;2;2;2;2
No;27;Frecuentemente;Ventas;3;1;Salud;4;F;Ejecutivo_Ventas;4;Divorciado;4647;1;Si;20;4;6;3;3;6;5;0;4
No;37;Raramente;IyD;10;2;Ciencias;4;M;Investigador_Cientifico;4;Soltero;4680;3;No;17;3;4;2;3;1;0;0;0
No;50;Raramente;IyD;28;1;Salud;4;M;Tecnico_Laboratorio;3;Casado;3221;1;Si;11;3;20;3;3;20;8;3;8
No;34;Raramente;IyD;9;3;Salud;4;F;Representante_Salud;2;Soltero;8621;1;No;14;3;9;3;4;8;7;7;7
Si;24;Raramente;Ventas;3;2;Ciencias;1;F;Ejecutivo_Ventas;3;Soltero;4577;9;No;14;3;4;3;3;2;2;2;0
No;39;Raramente;IyD;2;4;Tecnicos;4;F;Representante_Salud;3;Soltero;4553;1;No;11;3;20;4;3;20;7;11;10
No;32;Raramente;Ventas;10;3;Mercadeo;4;M;Ejecutivo_Ventas;4;Soltero;5396;1;No;12;3;10;2;2;10;7;0;8
Si;50;Frecuentemente;Ventas;8;2;Tecnicos;2;M;Ejecutivo_Ventas;3;Casado;6796;3;Si;14;3;18;4;3;4;3;1;3
No;38;Raramente;IyD;1;4;Ciencias;2;F;Representante_Salud;4;Soltero;7625;0;No;13;3;10;4;2;9;7;1;8
No;27;Raramente;IyD;1;2;Ciencias;3;F;Director_Manofactura;1;Casado;7412;1;No;11;3;9;3;3;9;7;0;7
No;32;Raramente;IyD;3;2;Ciencias;3;F;Director_Investigación;4;Soltero;11159;3;No;15;3;10;6;3;7;7;7;7
No;47;Raramente;Ventas;14;4;Mercadeo;4;M;Ejecutivo_Ventas;1;Soltero;4960;2;No;12;3;20;2;3;7;7;1;7
No;40;Frecuentemente;Ventas;5;4;Ciencias;4;M;Ejecutivo_Ventas;1;Casado;10475;5;Si;21;4;20;2;3;18;13;1;12
No;53;Raramente;IyD;7;3;Ciencias;3;M;Director_Investigación;3;Casado;14814;3;No;19;3;32;3;3;5;1;1;3
No;41;Raramente;RH;10;4;Humanidades;2;M;Gerente;4;Divorciado;19141;3;No;15;3;23;2;2;21;6;12;6
No;60;Raramente;Ventas;16;4;Mercadeo;1;M;Ejecutivo_Ventas;1;Soltero;5405;8;No;14;3;10;1;3;2;2;2;2
No;27;Frecuentemente;IyD;10;2;Ciencias;4;M;Director_Manofactura;1;Divorciado;8793;1;No;21;4;9;4;2;9;7;1;7
No;41;Raramente;RH;1;3;Humanidades;4;M;Gerente;3;Casado;19189;1;No;12;3;22;3;3;22;7;2;10
No;50;Raramente;Ventas;8;4;Mercadeo;4;M;Representante_Ventas;2;Casado;3875;7;No;15;3;4;2;3;2;2;2;2
Si;28;Raramente;IyD;1;2;Ciencias;1;F;Investigador_Cientifico;2;Soltero;2216;7;Si;13;3;10;4;3;7;7;3;7
No;36;No_Viaja;IyD;8;3;Ciencias;1;F;Director_Investigación;1;Casado;11713;9;No;14;3;10;2;3;8;7;0;5
No;38;Raramente;IyD;1;3;Ciencias;3;F;Director_Manofactura;3;Soltero;7861;4;Si;14;3;10;4;4;1;0;0;0
No;44;No_Viaja;IyD;24;3;Salud;1;M;Tecnico_Laboratorio;3;Soltero;3708;2;No;14;3;9;5;3;5;2;1;4
No;47;Frecuentemente;Ventas;3;3;Salud;4;F;Ejecutivo_Ventas;3;Divorciado;13770;9;Si;12;3;28;2;2;22;2;11;13
No;30;Raramente;Ventas;27;5;Mercadeo;3;M;Ejecutivo_Ventas;4;Divorciado;5304;7;No;23;4;10;2;2;8;7;7;7
No;29;Raramente;Ventas;10;3;Ciencias;3;M;Representante_Ventas;3;Soltero;2642;1;No;11;3;1;6;3;1;0;0;0
Si;42;Frecuentemente;IyD;19;3;Salud;3;M;Investigador_Cientifico;3;Divorciado;2759;6;Si;12;3;7;2;3;2;2;2;2
No;43;Frecuentemente;Ventas;15;3;Ciencias;4;M;Ejecutivo_Ventas;4;Casado;6804;3;No;18;3;7;5;3;2;2;2;2
No;34;Raramente;IyD;8;2;Salud;2;F;Representante_Salud;3;Soltero;6142;3;No;11;3;10;2;3;5;1;4;3
No;23;Raramente;IyD;9;1;Salud;2;M;Tecnico_Laboratorio;1;Casado;2500;1;No;14;3;5;2;4;4;3;0;2
No;39;Raramente;RH;3;3;Humanidades;3;F;Recursos_Humanos;2;Casado;6389;9;No;15;3;12;3;1;8;3;3;6
No;56;Raramente;IyD;9;3;Salud;3;M;Representante_Salud;4;Casado;11103;7;No;11;3;30;1;2;10;7;1;1
No;40;Raramente;IyD;2;1;Salud;4;F;Investigador_Cientifico;4;Soltero;2342;0;Si;20;4;5;2;2;4;2;2;3
No;27;Raramente;IyD;7;3;Salud;4;F;Representante_Salud;1;Soltero;6811;8;No;19;3;9;2;1;7;6;0;7
No;29;Raramente;Ventas;10;3;Mercadeo;4;M;Representante_Ventas;2;Divorciado;2297;1;No;14;3;2;2;3;2;2;2;2
No;53;Raramente;IyD;6;3;Ciencias;4;M;Tecnico_Laboratorio;4;Soltero;2450;2;No;17;3;19;4;3;2;2;2;2
No;35;No_Viaja;IyD;2;4;Ciencias;4;F;Representante_Salud;1;Divorciado;5093;2;No;11;3;16;2;4;1;0;0;0
No;32;Frecuentemente;IyD;24;4;Ciencias;1;M;Tecnico_Laboratorio;4;Casado;5309;1;No;15;3;10;2;3;10;8;4;7
No;38;Raramente;IyD;2;5;Salud;4;M;Investigador_Cientifico;3;Casado;3057;6;Si;13;3;6;0;1;1;0;0;1
No;34;Raramente;IyD;8;5;Ciencias;2;F;Director_Manofactura;1;Divorciado;5121;3;No;14;3;7;3;3;0;0;0;0
No;52;Raramente;Ventas;3;4;Mercadeo;3;M;Gerente;1;Casado;16856;1;No;11;3;34;3;4;34;6;1;16
Si;33;Raramente;IyD;1;4;Otra;4;M;Investigador_Cientifico;4;Soltero;2686;1;Si;13;3;10;2;2;10;9;7;8
No;25;Raramente;Ventas;26;1;Salud;3;F;Ejecutivo_Ventas;4;Soltero;6180;1;No;23;4;6;5;2;6;5;1;4
No;45;Raramente;Ventas;2;2;Tecnicos;2;M;Representante_Ventas;3;Soltero;6632;0;No;13;3;9;3;3;8;7;3;1
No;23;Raramente;IyD;10;1;Salud;1;M;Investigador_Cientifico;3;Soltero;3505;1;No;18;3;2;3;3;2;2;0;2
Si;47;Frecuentemente;Ventas;27;2;Ciencias;2;F;Ejecutivo_Ventas;3;Soltero;6397;4;Si;12;3;8;2;3;5;4;1;3
No;34;Raramente;Ventas;2;3;Otra;4;M;Ejecutivo_Ventas;4;Soltero;6274;1;No;22;4;6;5;3;6;5;1;4
Si;55;Raramente;IyD;2;3;Salud;4;M;Gerente;1;Casado;19859;5;Si;13;3;24;2;3;5;2;1;4
No;36;No_Viaja;Ventas;8;4;Ciencias;1;M;Ejecutivo_Ventas;1;Soltero;7587;1;No;15;3;10;1;3;10;7;0;9
No;52;No_Viaja;IyD;19;4;Salud;4;M;Investigador_Cientifico;4;Casado;4258;0;No;18;3;5;3;3;4;3;1;2
No;26;Frecuentemente;IyD;1;2;Ciencias;1;F;Tecnico_Laboratorio;4;Divorciado;4364;3;No;14;3;5;2;3;2;2;2;0
No;29;Raramente;IyD;27;3;Salud;2;F;Representante_Salud;3;Casado;4335;4;No;12;3;11;3;2;8;7;1;1
Si;26;Raramente;Ventas;8;3;Tecnicos;4;M;Ejecutivo_Ventas;1;Soltero;5326;6;No;17;3;6;2;2;4;3;1;2
No;34;Raramente;IyD;1;4;Ciencias;2;F;Investigador_Cientifico;4;Soltero;3280;2;No;16;3;10;2;3;4;2;1;3
No;54;Raramente;IyD;19;4;Salud;4;F;Director_Manofactura;1;Divorciado;5485;9;Si;11;3;9;4;3;5;3;1;4
No;27;Frecuentemente;Ventas;8;1;Mercadeo;3;M;Ejecutivo_Ventas;4;Casado;4342;0;No;19;3;5;3;3;4;2;1;1
No;37;Raramente;IyD;10;1;Ciencias;4;F;Investigador_Cientifico;1;Divorciado;2782;0;Si;13;3;6;3;2;5;3;4;3
No;38;Frecuentemente;IyD;2;4;Ciencias;1;F;Director_Manofactura;1;Soltero;5980;6;Si;12;3;17;2;3;15;7;4;12
No;34;Raramente;IyD;2;4;Salud;3;F;Investigador_Cientifico;1;Soltero;4381;1;No;11;3;6;3;3;6;5;1;3
No;35;Raramente;Ventas;8;4;Ciencias;1;F;Representante_Ventas;4;Casado;2572;1;No;16;3;3;1;2;3;2;0;2
No;30;Raramente;IyD;1;3;Ciencias;4;M;Tecnico_Laboratorio;3;Casado;3833;3;No;21;4;7;2;3;2;2;0;2
No;40;Frecuentemente;IyD;2;2;Salud;3;F;Representante_Salud;2;Casado;4244;1;No;24;4;8;2;3;8;7;3;7
